Freq [GHz],S12 Mag,S13 Mag,S14 Mag,S23 Mag,S24 Mag,S34 Mag,S12 Phase,S13 Phase,S14 Phase,S23 Phase,S24 Phase,S34 Phase,S11 Mag,S22 Mag,S33 Mag,S44 Mag,S11 Phase,S22 Phase,S33 Phase,S44 Phase,,Size
5.7084,-26.01524738,-22.51415792,-26.09128925,-26.59952844,-23.01948662,-33.75513016,50.46721573,-160.5128695,55.99735719,52.66632538,-41.10871951,-95.42382033,-6.734231809,-8.351758239,-18.4271722,-5.592972245,-56.39616961,-116.817008,-177.961965,-64.71667572,,20
5.7142,-26.24343569,-22.35601453,-26.05499201,-26.70484873,-23.09380956,-33.18692655,48.4953496,-160.6443001,52.88122629,51.26968167,-42.41399884,-95.48042845,-6.55899885,-8.013713777,-16.48227263,-5.637416894,-56.5836073,-117.6376076,-177.1667846,-65.20221656,,20
5.72,-26.4170211,-22.27104371,-26.14203207,-26.74077794,-23.13731817,-32.52481407,46.86288538,-159.3641093,51.67306658,52.63610606,-43.73102533,-97.71553134,-6.935121354,-7.747698855,-14.91097415,-5.868034406,-56.05676539,-115.9784864,-171.803284,-66.34704287,,20
5.7258,-26.90701428,-22.22416262,-26.172908,-26.64221078,-23.29172199,-31.93550426,46.34970496,-159.5617227,50.22426859,50.71677296,-44.52275107,-95.8306048,-6.883745629,-7.349494398,-13.60207068,-5.812997694,-56.16894996,-113.9268603,-163.6951727,-67.75784531,,20
5.7316,-27.28739785,-22.11817538,-26.4863654,-26.82828474,-23.32135931,-31.24897733,46.27261045,-157.2627393,48.83545693,50.30250235,-44.22758648,-96.56975007,-7.134677079,-7.160158294,-12.70396583,-5.893858542,-58.14323292,-112.3495077,-157.2699102,-69.22234146,,20
5.7374,-27.39893563,-22.06942381,-26.51066138,-26.64639095,-23.2126982,-30.68819059,46.96798227,-157.1952837,47.83843471,49.9039649,-44.04075785,-95.11081078,-7.326033914,-7.083497955,-12.00842861,-5.922731741,-56.9337157,-108.8141906,-149.8062119,-70.06087776,,20
5.7432,-27.36122742,-21.85887973,-26.48411503,-26.45713661,-22.96325377,-30.06853903,46.8727639,-155.5154342,46.67049701,49.05355541,-44.76680009,-95.05417798,-7.447123722,-7.003113766,-11.54873893,-5.840931527,-57.62984926,-105.6835124,-141.813517,-71.30470091,,20
5.749,-27.40080466,-21.72104627,-26.40278786,-26.22787673,-22.63778992,-29.5371589,47.60678495,-153.4455924,46.56623816,47.20697202,-44.79301628,-95.24603107,-7.600012624,-7.088128846,-11.27015258,-5.741140062,-58.20419849,-102.2170939,-133.2739549,-72.01679951,,20
5.7548,-27.35192711,-21.39226139,-26.29929289,-25.99887313,-22.33486999,-29.11139638,47.17751236,-154.0523371,44.66429871,44.29262811,-47.38828465,-94.94869626,-7.775006573,-7.205526605,-11.13710555,-5.585481671,-58.47355138,-99.2513004,-126.328428,-72.687148,,20
5.7606,-27.20541197,-21.04101819,-26.22081987,-25.83683641,-22.03088491,-28.90153776,46.4661911,-154.5712536,43.02464044,41.46153771,-49.54566868,-94.26359851,-7.780046731,-7.477052009,-11.17678194,-5.336993557,-60.60977309,-96.25752403,-118.5307475,-72.59381405,,20
5.7664,-27.11198765,-20.7334111,-26.22084243,-25.86994755,-21.77019991,-28.50689677,44.38457367,-156.6366029,40.77766719,37.26467038,-53.36071634,-94.9688497,-7.769902649,-7.937333219,-11.4666916,-5.229336002,-61.70424529,-93.9497987,-111.1006712,-71.85510537,,20
5.7722,-27.22184667,-20.49398951,-26.25979354,-26.075351,-21.76388966,-28.16365691,40.45847607,-159.2404164,38.05864073,34.84970451,-57.5226656,-97.05888523,-7.693209889,-8.411314347,-11.91257529,-5.094065397,-63.42414723,-93.10360624,-105.5515573,-72.74869404,,20
5.778,-27.50139175,-20.36080545,-26.40703632,-26.43298593,-21.81380782,-28.44999327,39.77425615,-163.7670861,37.38530799,32.47157457,-58.72062374,-99.90511643,-7.546916732,-9.285839282,-12.60123701,-5.046451215,-64.2534827,-91.76680629,-97.86847929,-71.18409949,,20
5.7838,-27.80577818,-20.42887252,-26.46796802,-26.77912236,-22.02950631,-28.97090127,40.3823938,-170.5916074,36.81677573,31.95619821,-62.1944926,-104.6471108,-7.467940154,-10.07304751,-13.33184727,-5.000728434,-65.03730605,-93.11163456,-93.49979952,-71.4490785,,20
5.7896,-27.72435211,-20.66418245,-26.51770879,-27.09657661,-22.27443965,-29.62959186,39.32177188,-174.7796927,36.9147997,31.639233,-63.92994694,-109.3869138,-7.385271908,-11.2069129,-14.56809014,-5.034603478,-66.6733343,-94.92337902,-88.14073014,-70.45707944,,20
5.7954,-27.74347491,-21.13344023,-26.49426657,-27.25726955,-22.45117515,-30.53468024,38.31945822,179.6740613,37.40430171,32.61417745,-65.26797852,-111.5238558,-7.389570045,-12.43256289,-16.08863503,-5.233040499,-65.28972183,-98.42512573,-82.0193228,-68.79033461,,20
5.8012,-27.72691105,-21.65964575,-26.28572132,-27.3537111,-22.59245454,-31.40485261,38.36231133,175.0828538,37.43746776,34.43661802,-66.22103493,-115.1658766,-7.249522376,-13.51166047,-17.88707341,-5.338041869,-65.89989531,-104.8885194,-78.75251779,-67.91704055,,20
5.807,-27.69394935,-22.18593313,-26.09016775,-27.25170722,-22.60757995,-32.826233,38.09192345,172.2053496,37.25767604,36.02048956,-64.9599455,-117.1281355,-7.183070379,-14.54357648,-20.43212122,-5.529995553,-64.6432898,-113.9722451,-75.89306554,-66.4803262,,20
5.8128,-27.60194391,-22.57684034,-25.69054738,-26.86999223,-22.54847282,-33.58969878,34.0247152,170.3723817,36.65123178,35.89377596,-67.17186825,-121.9406214,-7.115141882,-14.40113644,-22.3933593,-5.423362549,-65.12717828,-124.2144904,-81.54130275,-66.31910346,,20
5.8186,-27.54322333,-22.92639855,-25.49386778,-26.7381537,-22.59004907,-34.41886198,32.18849651,170.0331401,34.45569497,36.83932227,-68.17112945,-123.3983685,-7.004093003,-13.93273185,-25.52465048,-5.684873227,-64.77315398,-134.591764,-95.98546174,-66.65163771,,20
5.8244,-27.87236708,-23.11631068,-25.33212471,-26.52133311,-22.60055589,-34.95093087,28.50309786,169.9880591,31.54813858,35.2659007,-70.30169413,-123.0773946,-7.08700849,-13.13311206,-27.49885618,-5.849038675,-62.92177138,-139.695819,-123.0311319,-65.86758353,,20
5.8302,-28.27638513,-23.10580027,-25.32900264,-26.40640229,-22.71289557,-35.3705342,27.80226868,171.8680095,28.31811567,34.756957,-71.74838012,-126.2330063,-6.943706993,-12.22814031,-25.67534174,-6.020745289,-63.24943338,-145.9968383,-145.608437,-67.49634857,,20
5.836,-28.49567389,-22.91180351,-25.32060018,-26.19248937,-22.75142712,-35.26682194,24.94052354,172.6219649,27.46031036,33.72280306,-71.84661589,-126.0643785,-7.077731924,-11.40452933,-23.20976425,-6.236046755,-62.16982029,-147.467208,-157.6811673,-67.93443993,,20
5.8418,-28.88607236,-22.54162166,-25.31444155,-26.11316615,-22.84127481,-34.68369629,25.65195849,173.2243312,25.64574438,33.15574513,-72.28339942,-129.0347233,-7.201117427,-10.53161893,-21.06726961,-6.365641503,-62.46050219,-145.2707476,-155.4133194,-70.73513978,,20
5.8476,-29.04087585,-22.23090374,-25.38647025,-25.799875,-22.9206278,-33.79275122,25.75460932,173.1961192,23.78928341,32.06161945,-73.61412524,-130.6459385,-7.431272198,-9.898294561,-19.63319582,-6.348893,-62.40282516,-144.6551021,-150.609497,-71.85619111,,20
5.8534,-29.43722162,-22.00006546,-25.37674131,-25.62782047,-22.82223267,-33.45026906,25.91279176,173.4397769,21.71026958,29.73496241,-73.84669537,-132.5774638,-7.606940577,-9.492341794,-18.65489051,-6.388788669,-63.04587054,-141.0614438,-143.9914492,-72.88775364,,20
5.8592,-29.51077665,-21.73229183,-25.30994435,-25.37934593,-22.68500574,-32.75276481,25.52425551,172.8838601,20.57990611,28.15440976,-73.58001637,-131.1330961,-7.764621292,-9.179040872,-17.97577343,-6.296217447,-64.18216507,-138.1836922,-137.8017103,-74.78273714,,20
5.865,-29.21196206,-21.64657713,-25.20645386,-25.13461136,-22.35402771,-32.33143472,27.26032391,172.7348705,19.47994439,26.9680374,-73.17726011,-130.5859977,-7.876042761,-9.008552576,-17.76054574,-6.141469562,-63.25639993,-135.5331443,-130.2831967,-75.64815273,,20
5.8708,-29.0882605,-21.49389742,-25.06559018,-24.94203239,-22.17034494,-31.73582028,25.57071058,173.1313141,17.8494931,23.69728821,-74.99488397,-131.5368084,-7.966081514,-9.082878269,-17.86341069,-5.918996762,-65.65392625,-131.6887708,-121.3396633,-76.06328257,,20
5.8766,-28.99362715,-21.41783229,-24.83076209,-24.73823482,-21.85022327,-31.19788617,23.51377782,174.7388901,14.9758726,19.54859091,-76.78576879,-128.3000298,-7.96203895,-9.126446768,-18.20227129,-5.644291407,-67.71390192,-129.7473595,-113.9426097,-76.81541542,,20
5.8824,-29.33003653,-21.27334305,-24.84850988,-24.70150548,-21.61365582,-30.5467674,21.06516719,174.6303343,11.99851976,16.06929621,-78.75488437,-127.5700711,-7.740755923,-9.456180573,-18.97022137,-5.495085929,-68.43993224,-126.8655168,-105.6120515,-76.78770554,,20
5.8882,-29.32151469,-20.98299134,-24.72250106,-24.7516777,-21.55754397,-30.07473713,18.83987095,174.7007951,9.474178404,12.38469065,-82.7997786,-126.9531524,-7.834372426,-9.921569082,-20.61670679,-5.328466704,-69.86148295,-125.5448314,-97.68202377,-76.30473766,,20
5.894,-29.57636289,-20.7134755,-24.8463082,-25.02566675,-21.63431657,-29.74470786,17.16372624,173.5607627,5.763157433,9.753043317,-85.64878569,-127.9513966,-7.710587868,-10.56024573,-22.97344423,-5.196362652,-70.1184937,-124.9066156,-89.71457348,-75.79425192,,20
5.8998,-30.35431482,-20.50635929,-25.14702624,-25.37785501,-21.85722076,-29.72724184,15.49667442,171.3600562,4.221618543,7.420015165,-87.37034692,-127.4915984,-7.685602275,-11.29390302,-27.10307054,-5.108699077,-71.35655854,-126.924789,-81.0725504,-75.4527274,,20
5.9056,-30.68630094,-20.28798916,-25.31928638,-25.62437631,-22.0023328,-29.79291745,16.02500293,168.0466491,2.980563785,5.898765506,-90.15343397,-130.5391163,-7.616521355,-12.18868534,-36.32895402,-5.087038985,-72.45621404,-129.9011832,-60.27002927,-74.19274082,,20
5.9114,-30.85073674,-20.20468632,-25.37885217,-25.7853224,-22.16739123,-30.16627426,17.42006745,163.7157052,3.250468263,6.832382325,-90.44743733,-133.0612264,-7.577247331,-13.02709336,-33.25901606,-5.227173636,-70.64284003,-134.2337741,89.91630866,-72.20210183,,20
5.9172,-31.16468832,-20.38523081,-25.33764218,-25.78079785,-22.26908861,-30.70634818,19.19096821,158.4799913,2.474111954,6.821705267,-91.72819242,-134.9617996,-7.399751207,-13.55095988,-25.16083651,-5.257560364,-72.71250052,-141.7642506,112.1605741,-71.08608826,,20
5.923,-31.3244056,-20.63602188,-25.20860625,-25.69214989,-22.32378681,-31.56751342,16.40664558,152.3645415,2.56751293,7.798446697,-91.92229483,-137.5292911,-7.394672425,-13.60234868,-20.8491318,-5.40851542,-70.78185209,-148.9199659,118.2617861,-69.9437274,,20
5.9288,-31.41819568,-21.07756567,-25.15813713,-25.55550747,-22.3621565,-32.49749822,19.24293971,146.8350908,1.235498311,6.394996951,-92.32824382,-140.0411972,-7.113126107,-13.25849086,-17.91761672,-5.473545457,-70.40551954,-158.6632991,129.8246262,-70.27123032,,20
5.9346,-31.59810276,-21.63671463,-24.91957327,-25.35213508,-22.2824235,-33.67350244,20.68398625,142.9121367,-0.061712052,5.979041208,-93.88409935,-142.6457754,-7.107301559,-12.53418046,-15.72685203,-5.639845752,-70.90817185,-166.2497834,135.4928317,-70.07532713,,20
5.9404,-31.80801876,-22.15406319,-24.8410908,-25.05163429,-22.3117267,-34.96593811,20.38465539,139.7122455,-2.048191422,5.150186304,-94.98618841,-142.025935,-7.10997909,-11.60293787,-14.03552,-5.894280996,-69.05456677,-169.1119725,145.6807046,-69.82305258,,20
5.9462,-31.98637657,-22.70603332,-24.87108387,-24.91002814,-22.28084548,-35.82899657,20.83037984,137.131735,-5.866077802,1.79479269,-96.09047278,-142.587698,-7.00072509,-10.78548455,-12.87391891,-5.901403356,-69.65292997,-171.5885986,154.1863221,-71.76046764,,20
5.952,-32.09529642,-23.25543494,-24.91198698,-24.78476524,-22.27067706,-36.30386489,20.12550722,137.1742189,-5.918792931,1.06727179,-98.0268081,-146.7715946,-7.308438898,-9.954867374,-11.83509933,-6.285897055,-69.28770698,-172.465816,163.4481232,-72.90355681,,20
5.9578,-32.36151996,-23.43867029,-24.90210773,-24.65934157,-22.26211816,-37.10708618,19.04503172,136.9857476,-7.964606778,-1.20444311,-98.24903716,-148.9297061,-7.558214839,-9.276191356,-11.14316946,-6.201932815,-69.05719313,-169.9425873,174.0278323,-73.78578863,,20
5.9636,-32.42019876,-23.56041262,-24.89845904,-24.55969413,-22.49690899,-37.36846922,22.03009077,139.9749278,-10.14801128,-4.177508748,-98.29318919,-148.3063222,-7.616250662,-8.691132271,-10.58353799,-6.407137033,-69.34330507,-169.2074087,-177.5486594,-75.93459232,,20
5.9694,-32.48853031,-23.36115434,-25.00765132,-24.46616712,-22.3838273,-37.09657935,22.54891516,141.0920457,-11.63498923,-5.787010368,-99.78603537,-151.2121763,-7.961366415,-8.207820975,-10.15128289,-6.596084466,-69.86229709,-164.2875272,-166.711132,-77.9393142,,20
5.9752,-32.65831894,-23.17229064,-24.94079691,-24.36905818,-22.26855879,-36.76754832,21.64796024,142.6121269,-13.03213262,-7.98320898,-100.61076,-153.9621757,-8.049626844,-7.816977614,-9.864270274,-6.401274717,-70.079628,-159.9896068,-156.1497483,-78.62126391,,20
5.981,-32.4154987,-22.88936843,-24.81720172,-24.19010259,-22.07293118,-36.24283533,24.03003727,144.3073261,-13.94976691,-9.827035607,-100.7669991,-150.1189251,-8.155914973,-7.496041327,-9.713181726,-6.286994333,-72.03124561,-157.4772745,-146.1813872,-80.96111085,,20
5.9868,-32.27596072,-22.49812359,-24.69984185,-23.97669503,-21.89351858,-35.18090029,24.82353405,144.5647381,-16.22850362,-12.88667712,-102.4409431,-152.8936403,-8.244551694,-7.388575155,-9.714020449,-6.078576539,-74.86826793,-153.2877326,-136.5512103,-81.65842931,,20
5.9926,-31.8550531,-22.28735733,-24.69413124,-23.91375228,-21.73555406,-34.32167734,25.33664924,145.6407431,-18.06215799,-16.16941193,-104.7907397,-151.1724659,-8.352309806,-7.252943034,-9.747355909,-5.747116102,-74.62723198,-150.0789142,-126.8975482,-83.1224212,,20
5.9984,-31.94217051,-21.94485997,-24.5715275,-23.9195268,-21.64429018,-33.56548796,20.75906932,145.6768029,-20.06662294,-19.78969765,-107.1044284,-150.9014058,-8.1952755,-7.273405181,-10.04303264,-5.585173431,-75.53939602,-146.1381783,-117.8171621,-83.11058782,,20
6.0042,-32.19198929,-21.80873831,-24.64837826,-24.00857569,-21.63444103,-32.92750254,19.15845025,146.5521377,-23.55348297,-23.09444062,-111.1086975,-150.2414493,-8.202622308,-7.375303089,-10.5518006,-5.346643132,-78.27563648,-142.8540938,-109.4967659,-83.16828679,,20
6.01,-32.28722244,-21.52796261,-24.83335101,-24.2105895,-21.75802608,-32.42042336,21.0630906,146.5215092,-25.32517799,-25.46550695,-113.4189028,-149.0213605,-8.218855846,-7.476673669,-11.24489593,-5.145733516,-78.2731631,-140.5454131,-100.4116961,-82.07989949,,20
6.0158,-32.45127597,-21.18532283,-24.8862088,-24.44175939,-21.90719648,-32.11011594,17.83553574,146.8325288,-25.93494706,-26.14240347,-115.1455123,-148.2176424,-8.075248904,-7.764699264,-12.47091704,-5.053886712,-80.64700668,-138.278495,-91.87314528,-81.57551278,,20
6.0216,-32.87098668,-21.01110473,-25.04689408,-24.65211019,-22.08872846,-31.42435274,21.32213614,146.5491492,-28.28278323,-28.99661077,-117.3319872,-144.2564669,-8.002825277,-8.007246271,-14.014366,-4.985834455,-80.78875925,-137.4641787,-83.83260192,-80.06126423,,20
6.0274,-32.85338689,-20.79303371,-25.16481035,-24.81866881,-22.28138831,-31.2588938,17.59450302,145.6209132,-27.62901641,-28.32799314,-117.8862672,-143.364654,-7.946179776,-8.362701353,-16.18635188,-5.029629548,-79.57664378,-136.1952553,-74.13743306,-78.21930561,,20
6.0332,-33.37746263,-20.57232914,-25.03611946,-24.7886289,-22.38020482,-31.01741026,20.53215985,143.1107735,-28.57388346,-28.11034313,-119.1715316,-141.1368544,-7.735676306,-8.568779726,-19.24973579,-5.074949537,-80.93637951,-136.2055511,-63.42666822,-77.35107639,,20
6.039,-33.45382867,-20.3196801,-24.95240817,-24.64569428,-22.42025012,-30.63294688,22.30509103,140.2964365,-28.84007655,-28.11786432,-117.9874676,-142.0944339,-7.697713925,-8.960345505,-23.74235183,-5.20939332,-78.72069177,-137.1429193,-43.62437515,-76.2341519,,20
6.0448,-33.71635134,-20.20079701,-24.81281721,-24.41482198,-22.47370589,-30.60643081,22.91456294,133.8958222,-30.44544079,-28.86205897,-119.4774258,-144.4722919,-7.611092938,-8.891472831,-32.45931772,-5.250621414,-78.92551085,-138.576165,-0.610416122,-76.80159745,,20
6.0506,-33.81022609,-20.31909374,-24.77082607,-24.28501297,-22.43064732,-30.93782055,22.72783445,130.4840405,-31.95932235,-30.34934782,-120.7408587,-144.8040548,-7.436792363,-9.019103732,-27.73331909,-5.288868804,-79.09258917,-139.8939331,96.32877209,-77.13812001,,20
6.0564,-34.08183998,-20.60184794,-24.71926737,-24.09048517,-22.43598271,-31.44080678,26.09607301,123.8833575,-33.94019571,-32.27622307,-121.7492848,-145.5053357,-7.909114059,-9.292149602,-21.00080796,-5.669271687,-78.20107132,-139.877532,115.2182331,-75.93100926,,20
6.0622,-34.16560935,-20.97713349,-24.73508259,-23.93260034,-22.38721447,-31.9832001,26.38512467,118.05188,-36.08399704,-34.85608597,-123.0609307,-148.7888483,-7.638439302,-9.112927352,-17.61290182,-5.709840145,-77.66909179,-141.2924601,129.0548481,-78.14124877,,20
6.068,-34.05680392,-21.47975076,-24.63104233,-23.72622687,-22.41654864,-33.0350286,23.20852477,114.0537048,-36.13784537,-36.28759637,-123.0824995,-149.5378219,-7.773727486,-9.175234876,-15.14706655,-6.085507951,-76.63230356,-142.5264412,137.1602685,-79.63696877,,20
6.0738,-34.11404802,-22.04453963,-24.57748171,-23.6175814,-22.45418402,-34.04808149,25.56258826,109.3265785,-38.86984973,-40.26297232,-125.1233949,-150.4439397,-7.823886842,-8.956299859,-13.83728795,-5.914923107,-76.96913322,-140.6954002,151.2358115,-79.61920933,,20
6.0796,-34.21234527,-22.45615468,-24.53011377,-23.62523319,-22.39330742,-34.91467028,28.91901073,107.1231987,-40.9282632,-42.39611179,-125.1797053,-153.1506254,-8.106429997,-9.058192822,-12.36813126,-6.282180185,-78.05226193,-142.4367553,156.5538018,-82.13720008,,20
6.0854,-34.38166197,-22.95144054,-24.45539361,-23.67259182,-22.43389757,-35.96360885,24.44454481,107.0426901,-42.29789721,-45.46306815,-125.8093696,-152.9399506,-8.473386375,-9.206772203,-11.3680611,-6.584192049,-78.45123263,-142.1132272,165.2430775,-83.75272888,,20
6.0912,-34.09224564,-23.24183739,-24.36534266,-23.68260958,-22.4136138,-36.80112052,24.52400479,107.0112138,-44.2638013,-47.65024995,-126.2700141,-153.5055668,-8.498725282,-9.149414999,-10.91870118,-6.306101733,-76.96146085,-140.7947648,175.886311,-84.03225465,,20
6.097,-34.44375389,-23.27422937,-24.28355897,-23.66491592,-22.21803504,-37.16594444,26.15472621,108.9918909,-46.28333324,-51.05087907,-126.307386,-155.2025764,-8.651117206,-9.203224909,-10.36543772,-6.29433399,-78.80471094,-143.4620615,-177.4912405,-87.60479145,,20
6.1028,-34.22555658,-23.22048437,-24.19391294,-23.67409459,-22.09668861,-37.13212233,26.1019536,109.7618968,-48.69070225,-52.66807331,-127.3289573,-159.4447766,-8.916482357,-9.464095875,-10.31983662,-6.115480752,-80.26146174,-142.4218061,-168.5003077,-88.24336779,,20
6.1086,-34.35301006,-23.02535325,-24.128207,-23.73522435,-21.95982269,-36.55103267,29.44646477,111.5188086,-51.08002338,-55.4443095,-129.86486,-157.4594239,-8.835447427,-9.682159947,-10.22045497,-5.873471187,-82.1796591,-143.340312,-161.7109395,-88.25861172,,20
6.1144,-34.54936966,-22.66139854,-24.09804887,-23.96367898,-21.85446258,-36.15769371,29.58150355,112.6567444,-53.9658078,-58.07532652,-130.9413442,-159.6799884,-8.571949997,-10.02111046,-10.4717958,-5.789233992,-84.21489193,-144.3729893,-154.4885491,-89.70295702,,20
6.1202,-34.81328596,-22.31698209,-24.19707375,-24.12364912,-21.83156245,-34.74606235,28.69660016,113.2429261,-56.97849468,-60.67435826,-133.6126795,-159.4709004,-8.809147488,-10.35447978,-10.95519796,-5.589728987,-84.29852678,-147.5087088,-148.406539,-89.65842542,,20
6.126,-34.80511079,-21.95440155,-24.28319689,-24.3610085,-21.91661634,-33.69544712,33.39907012,113.6029799,-58.13492495,-62.18593107,-135.0703683,-162.1407227,-8.613817091,-10.48302188,-11.60827764,-5.38251752,-85.62036358,-150.4332244,-143.3385681,-89.13461921,,20
6.1318,-34.8802451,-21.76585631,-24.43854779,-24.61800281,-22.03406505,-32.70515759,35.71479852,113.2057171,-60.76347059,-63.84870772,-137.3297528,-163.2621869,-8.509317172,-10.62190708,-12.77677245,-5.304995472,-86.10845936,-155.1606855,-140.0646643,-88.52603791,,20
6.1376,-34.72359679,-21.63485682,-24.65178816,-24.94052843,-22.18286938,-31.94452318,35.63345767,114.126117,-61.87814137,-64.59223098,-138.3919102,-167.2184638,-8.380819673,-10.48614033,-13.90453401,-5.220756474,-87.15478475,-159.9452382,-138.9629122,-86.66194775,,20
6.1434,-34.55031608,-21.39397576,-24.7239532,-25.09549034,-22.35766677,-31.13772602,33.41748839,110.7334386,-62.53846511,-64.55227709,-138.5075399,-167.750828,-8.375839403,-10.20209364,-15.58250579,-5.18924215,-86.01778725,-163.9110772,-140.5089264,-84.54323096,,20
6.1492,-34.65263703,-21.29573093,-24.86645468,-25.20800081,-22.42099128,-30.83905666,37.71866076,113.0562188,-62.19450902,-63.80998404,-139.4110487,-167.9874397,-7.839656653,-9.641276397,-16.86076109,-5.236543443,-87.3004372,-168.0675456,-150.3273374,-83.74815402,,20
6.155,-34.15435198,-21.16640544,-24.76587716,-25.14754609,-22.45205264,-30.26650436,45.91895607,110.8420332,-63.48418872,-63.70058073,-138.848086,-167.9102952,-7.815605772,-9.17632091,-18.38073617,-5.295908322,-85.52128488,-170.8354795,-164.2833085,-82.46949883,,20
6.1608,-34.16816694,-21.05360773,-24.68051441,-25.01417122,-22.33184269,-30.13328044,42.2596891,109.2109115,-68.73376282,-68.94018215,-144.8866241,-168.6376551,-7.559274894,-8.463732387,-16.997867,-5.349019134,-85.55697193,-171.5273131,-177.1753417,-82.79935573,,20
6.1666,-33.19387846,-21.04273425,-24.51158315,-24.82099714,-22.17184698,-29.71982728,44.11187104,106.8992703,-70.18109323,-70.34382902,-144.3354368,-169.1179347,-7.77594095,-7.85473581,-15.81820937,-5.489628111,-85.93883173,-171.2722146,169.7660057,-82.52340855,,20
6.1724,-32.47091937,-21.0426014,-24.34543405,-24.72247856,-22.05664984,-29.91416256,47.56771488,102.8476163,-71.93477307,-71.61962031,-144.8682866,-170.7351016,-7.723467076,-7.250929058,-14.22165064,-5.776144074,-84.81867408,-169.1223758,163.6521463,-82.03859228,,20
6.1782,-32.09484532,-21.04848089,-24.25897091,-24.57473853,-21.95099733,-30.14745853,44.30978229,99.64470913,-74.73946984,-73.37503197,-146.3713423,-173.0683319,-7.403986881,-6.616686589,-12.62438968,-5.900985842,-82.89452306,-165.5853703,162.467131,-83.81162933,,20
6.184,-32.05496952,-21.30676348,-24.16883848,-24.50856748,-21.88982849,-30.46116847,46.48833724,93.71312084,-75.95787835,-75.10285338,-146.7929292,-172.9644401,-7.604388432,-6.37880734,-11.23607594,-6.341827311,-82.61153214,-164.0513715,164.0001106,-84.82735878,,20
6.1898,-32.24381505,-21.50514372,-24.16113667,-24.57831551,-21.8291906,-31.17060751,40.4965275,88.24585705,-78.29258609,-77.71424295,-148.3681125,-175.3887309,-8.180163774,-5.960493448,-10.28983587,-6.309738341,-83.54190097,-157.1635182,170.6934419,-85.62719975,,20
6.1956,-32.23749557,-21.85209684,-24.10166378,-24.52421834,-21.72288527,-31.67269834,40.58316448,83.80971825,-81.53120203,-79.11477285,-149.9524635,-179.0345406,-8.265894671,-5.811482629,-9.318161279,-6.643727238,-82.92059533,-152.0237617,174.2528356,-87.46828979,,20
6.2014,-31.93214429,-22.40996561,-24.08482471,-24.44550035,-21.68402129,-32.716691,41.41346579,77.70379621,-82.1759409,-80.41624402,-150.7718278,178.9130854,-8.407984946,-5.807934981,-8.649899253,-6.731295204,-84.35091041,-146.8291406,-177.6002947,-88.25962058,,20
6.2072,-31.97177077,-22.96764298,-24.01684055,-24.39271775,-21.59830987,-34.14358584,39.06935906,75.58363491,-84.01006264,-83.60706598,-151.9748109,177.5021515,-8.44168379,-5.849084631,-8.275761713,-6.672842925,-82.61013041,-143.8888406,-170.290266,-90.28850464,,20
6.213,-31.39518559,-23.68596406,-23.95952643,-24.36485833,-21.54352399,-35.36436064,41.0823978,71.59256795,-85.60920026,-84.3413911,-151.5949878,174.5118743,-8.665612217,-5.955521382,-7.897519589,-6.610400428,-85.89909573,-138.5073429,-164.28711,-91.4342221,,20
6.2188,-31.14105433,-24.24073824,-23.94124615,-24.28040661,-21.36967969,-36.35183208,36.25964213,72.34598122,-88.2261021,-86.84905251,-152.8914242,173.0361165,-8.65179276,-6.295985466,-7.886914667,-6.494304916,-86.50381473,-133.1857824,-156.0133137,-92.04733399,,20
6.2246,-30.49038948,-24.56754471,-23.72842476,-24.22121535,-21.17915513,-37.0844054,32.91580494,73.16954938,-90.6672327,-89.68186184,-155.8194941,172.5575961,-8.718064828,-6.570261187,-7.774639221,-6.271059328,-87.776229,-130.2147391,-148.8981759,-94.83349837,,20
6.2304,-31.0159937,-24.7726758,-23.80898725,-24.37883921,-21.08382214,-37.46867602,32.05118373,75.36820339,-87.92148671,-86.46618177,-151.8033389,172.9114972,-8.550134474,-7.178890075,-8.009230988,-6.152635269,-89.76036935,-125.6296685,-141.2968968,-94.47227153,,20
6.2362,-30.50825916,-24.65094936,-23.78124429,-24.44745026,-20.96250847,-37.83396801,30.61455807,77.73848954,-91.26266563,-89.15306598,-156.6115626,167.713168,-8.663277955,-8.077810651,-8.44156391,-5.983864379,-91.73057967,-121.5598953,-133.8003462,-95.04543755,,20
6.242,-30.34885314,-24.47836056,-23.8723175,-24.63386332,-21.0238017,-36.71864289,27.93317461,81.447044,-93.41138659,-91.66748244,-159.3646758,169.4375392,-8.513716639,-8.5793117,-8.999274852,-5.653357352,-91.99449127,-119.7762743,-125.5401368,-94.34020981,,20
6.2478,-29.93427732,-24.17457537,-24.10603034,-24.79057317,-21.07444104,-36.56228136,24.93928951,82.32562705,-96.08667748,-92.87240524,-162.2270899,169.5997682,-8.333159572,-10.12202644,-10.19606766,-5.72424726,-93.9188801,-118.7333361,-118.8307662,-93.42190626,,20
6.2536,-30.58749957,-23.99447836,-24.36618681,-25.08665158,-21.31899045,-35.52398326,26.30287858,84.56066284,-99.65753344,-95.48565268,-165.6637208,171.3762179,-8.167123742,-11.33765446,-11.2554841,-5.626620861,-94.30244056,-120.5635938,-112.1410113,-91.81834052,,20
6.2594,-29.71557323,-23.55480261,-24.48688465,-25.15252289,-21.55842679,-34.5466536,25.72210466,86.34330993,-100.1190366,-95.71071427,-165.8300696,171.0755487,-7.949597273,-12.6355249,-12.71708245,-5.515932365,-93.50841435,-124.5171016,-104.9763448,-90.11049483,,20
