Freq [GHz],S12 Mag,S13 Mag,S14 Mag,S23 Mag,S24 Mag,S34 Mag,S12 Phase,S13 Phase,S14 Phase,S23 Phase,S24 Phase,S34 Phase,S11 Mag,S22 Mag,S33 Mag,S44 Mag,S11 Phase,S22 Phase,S33 Phase,S44 Phase,,Size
3.8698,-24.90821037,-21.32327327,-25.79419584,-27.64887317,-29.89555647,-25.54274934,-27.46217368,-142.302799,101.834009,101.5532739,-40.43596461,143.301437,-5.576419085,-6.191420059,-7.022286544,-5.860590568,23.63886377,-10.89139474,0.158169925,9.311301205,,20
3.8756,-25.02218454,-21.4239149,-25.74805194,-27.6755903,-29.6564383,-25.541766,-29.28786244,-143.676663,99.93376526,100.0038534,-41.27158901,140.2031509,-5.732048556,-6.058921416,-6.797316135,-5.946963501,25.2492234,-13.98303621,-3.517720082,7.481400369,,20
3.8814,-24.97147028,-21.40913037,-25.60738666,-27.55682235,-29.80125304,-25.51689236,-29.22298867,-146.4452805,98.40347673,98.72210159,-43.50330978,137.9470947,-5.849904762,-5.868961105,-6.630219306,-5.987631148,23.80705997,-16.83956013,-6.225852749,6.264651335,,20
3.8872,-25.11196875,-21.35908712,-25.46596523,-27.49755888,-29.8829245,-25.34369265,-28.69073263,-148.2987859,97.16143982,97.38717148,-43.7791755,136.0013106,-6.058171817,-5.671411981,-6.274661328,-5.989771637,24.78406674,-18.65622018,-6.680880281,5.75546524,,20
3.893,-25.12933645,-21.51933069,-25.3329304,-27.40025767,-30.07052553,-25.31465839,-28.58003832,-151.9874002,95.34939931,95.92605265,-44.0444946,134.5302566,-6.148052488,-5.460947344,-6.029098111,-5.976084174,23.51602683,-20.61665923,-8.006653745,3.99337327,,20
3.8988,-24.8430493,-21.64154524,-25.16264544,-27.27685443,-29.94042736,-25.23207522,-28.94056229,-153.9300732,93.75596271,95.22395607,-41.81474503,130.6773561,-6.177136214,-5.203421185,-5.693664123,-5.903684023,21.50433736,-20.65712271,-7.096812778,3.673974691,,20
3.9046,-24.79914661,-21.77110875,-25.00133471,-27.09808843,-29.96768425,-25.21808517,-27.70896683,-155.7969644,91.12676427,93.39006944,-43.83249487,128.8013109,-6.303564349,-4.966364932,-5.474451661,-5.841346885,21.6589817,-20.34364843,-6.104674676,3.012985253,,20
3.9104,-24.688576,-21.8686177,-24.89130344,-27.08566964,-29.72194689,-25.26613874,-27.45328303,-157.6278626,88.84722533,90.79382856,-44.97979963,126.1800989,-6.154909982,-4.84653903,-5.268564331,-5.738861482,19.7449422,-20.07909625,-4.09156926,2.347491264,,20
3.9162,-24.59319285,-22.02174454,-24.79874018,-26.94183446,-29.7669637,-25.33127982,-28.42247343,-160.0804093,85.8637386,89.83646624,-44.42733504,124.4336534,-6.064392445,-4.662178953,-5.164075247,-5.633060214,18.64232295,-18.45751353,-2.24344264,2.64745854,,20
3.922,-24.37411073,-22.23488396,-24.75994522,-26.89171656,-29.63581698,-25.46016721,-30.66622876,-160.925703,83.10564952,86.57038102,-47.11034753,122.5189799,-5.985261357,-4.638838509,-5.119190708,-5.551525264,17.61187211,-17.96401881,0.161064314,2.533991236,,20
3.9278,-24.45440694,-22.35534762,-24.79100985,-26.81677088,-29.81086957,-25.65476058,-32.22469449,-162.6190926,81.34108371,85.05837925,-47.29620795,120.5636702,-5.885397588,-4.536152656,-5.115444942,-5.467948708,16.13406197,-15.92659646,3.194209714,3.087930507,,20
3.9336,-24.6237834,-22.61296665,-24.74337371,-26.97285779,-29.77994641,-25.98580534,-34.11390202,-160.4807468,77.53115219,83.01202612,-48.22388175,121.6647204,-5.701211405,-4.509290487,-5.189183183,-5.363033614,16.02266893,-14.13709277,4.963987112,3.462929971,,20
3.9394,-24.77622603,-22.8462572,-24.68011369,-27.03114949,-29.83707376,-26.27988533,-33.64337198,-161.4082375,74.87174257,80.88653415,-49.29752712,122.5255536,-5.588556995,-4.559480037,-5.340336787,-5.258476177,15.72299558,-13.68097001,7.479172736,3.80977366,,20
3.9452,-24.91628775,-23.01787583,-24.91054966,-27.275526,-29.89928243,-26.41224363,-35.58206836,-160.8036616,72.36952532,80.48554849,-51.91001579,121.9878055,-5.452619323,-4.660616392,-5.608997114,-5.227314751,15.89966115,-12.87419832,8.922632417,4.695623543,,20
3.951,-25.07865581,-23.18713371,-24.96531718,-27.24757963,-30.06624576,-26.4100695,-35.50807443,-160.0980154,69.89812352,78.90634888,-53.56504636,121.8335961,-5.324991334,-4.816152943,-5.918477024,-5.261048812,16.62145996,-12.89327741,10.48949624,5.175813573,,20
3.9568,-25.05868715,-23.15655827,-25.05449668,-27.17526824,-30.15199734,-26.48031433,-34.88660373,-159.696684,68.46912356,79.20141518,-52.37169682,121.2492712,-5.287385436,-4.92165525,-6.292295016,-5.274777539,16.22744781,-12.02372532,11.75474911,6.348311699,,20
3.9626,-25.03739272,-22.98909241,-25.07125824,-27.05843675,-30.17874345,-26.3705701,-35.06706646,-158.8563887,66.21274463,78.20573918,-52.66165283,121.7136818,-5.221618808,-5.147585479,-6.742422142,-5.430568412,17.98110018,-12.4996306,11.05995633,6.160674677,,20
3.9684,-24.95703202,-22.86681145,-25.09578059,-27.04532546,-30.18040083,-26.38192936,-35.93591194,-159.236209,63.13876877,76.40403325,-54.65569722,120.8061846,-5.291515471,-5.289899699,-7.173819876,-5.465801977,19.13064978,-13.00015979,10.31796542,5.860900943,,20
3.9742,-25.06884192,-22.79846906,-25.32963317,-26.99551831,-30.27804265,-26.21641539,-36.4317908,-159.5597512,61.91739009,75.26871673,-53.91547661,120.2032268,-5.308863602,-5.414070115,-7.54556256,-5.546261274,19.91431495,-14.83972816,7.82723433,6.09437525,,20
3.98,-25.13600268,-22.59901481,-25.48191314,-27.13381527,-30.19634397,-25.95260622,-37.22957775,-161.6068531,59.3421132,73.02895632,-54.2259231,119.406921,-5.332305629,-5.529940315,-7.856665267,-5.662928914,21.18467009,-16.79412497,4.258992391,5.271798645,,20
3.9858,-25.14537385,-22.48447847,-25.61056169,-27.08490027,-30.31235748,-25.91081164,-36.72126957,-163.1382921,58.37275492,73.12138068,-55.53531206,116.2567607,-5.400556254,-5.586885715,-8.154397619,-5.739436999,20.86762737,-18.21027,1.085766877,4.64062327,,20
3.9916,-25.13556895,-22.43569472,-25.60604613,-26.81255916,-30.23998344,-25.86439085,-37.25622203,-164.3451046,56.10686193,71.55519934,-55.61323437,116.465274,-5.528995451,-5.532255383,-8.27360808,-5.837971338,22.24095706,-20.16075133,-2.79577482,3.798250607,,20
3.9974,-25.2357256,-22.3921393,-25.63406119,-26.72377173,-30.22004504,-25.76111214,-38.38124158,-166.0950806,54.06406471,69.35012072,-56.51499308,112.7835923,-5.667933215,-5.497062751,-8.161688805,-5.874219202,21.36209883,-22.38493632,-7.291881265,2.610995571,,20
4.0032,-25.29461581,-22.3501212,-25.81592272,-26.66968911,-30.3137916,-25.56854229,-37.04059781,-168.3302996,52.90845695,67.93997398,-56.64842617,111.809365,-5.852967372,-5.379906566,-7.985013901,-5.857454279,20.93521374,-24.25443758,-10.40087844,1.823354747,,20
4.009,-25.22581999,-22.41533932,-25.85445892,-26.61006299,-30.15729129,-25.44616576,-37.52507959,-169.335384,50.93623032,66.42841618,-56.99786432,109.2046432,-5.930148574,-5.266673812,-7.709737622,-5.813714754,20.39774438,-25.72786521,-12.67921445,0.742385767,,20
4.0148,-25.18931679,-22.40106942,-25.85754318,-26.56853879,-30.13638308,-25.35608893,-36.41958767,-170.6726423,49.52074301,65.36454442,-57.18962402,106.107032,-5.964994953,-5.067944812,-7.366820222,-5.755086208,18.12413147,-26.0687333,-14.23329552,-0.291390169,,20
4.0206,-25.05827054,-22.46828043,-25.94543128,-26.48554834,-29.93677052,-25.37126627,-35.5937626,-172.2764156,47.94895662,63.34905487,-58.94080643,104.0411932,-6.049476345,-4.942277503,-7.114316303,-5.687387287,16.98390318,-27.12532809,-14.44351437,-0.481099416,,20
4.0264,-24.77760248,-22.47105678,-25.98093481,-26.25996855,-29.95910041,-25.5007633,-36.40256166,-173.0998557,46.2789721,61.13292242,-60.42441926,101.6798615,-6.046312893,-4.787014842,-6.833540856,-5.531905312,16.08275302,-27.21805963,-15.04583171,-0.88397076,,20
4.0322,-24.44852615,-22.32736727,-26.01562177,-26.2515079,-29.84671524,-25.48638613,-36.29118765,-173.9314777,44.48372926,59.07450724,-61.33649589,100.6298645,-6.023519854,-4.677171361,-6.612396813,-5.416369973,14.54073623,-26.79315034,-14.77520491,-1.366031858,,20
4.038,-24.1764074,-22.41104006,-26.09680617,-26.26308068,-29.8209824,-25.77478047,-37.86480151,-175.3246833,41.87118129,56.48400869,-64.05439975,97.13667213,-5.874545088,-4.604122457,-6.487154059,-5.289195039,13.73727131,-27.14213577,-13.99774308,-1.552347232,,20
4.0438,-24.0837458,-22.40644016,-26.13740713,-26.25371435,-29.89579611,-25.9393526,-40.17733766,-177.3608839,40.3361118,54.8161472,-66.15087928,94.89812359,-5.770118457,-4.528277517,-6.323116542,-5.193060112,12.90568615,-25.4610883,-12.78507521,-0.808918334,,20
4.0496,-23.87996957,-22.47505348,-26.20624209,-26.26758906,-30.11785382,-26.36670997,-42.12683574,-178.4237401,37.61768617,52.03615337,-65.91085285,93.62042062,-5.574678282,-4.508869041,-6.330842756,-5.092464785,12.61160647,-25.16258605,-11.6528426,-0.170746161,,20
4.0554,-23.86759497,-22.69270952,-26.34712572,-26.40016561,-29.95308612,-26.7863911,-43.61630746,-179.1619989,34.73612107,50.11071968,-67.76607148,92.08987964,-5.418497368,-4.49599366,-6.294044165,-4.997851209,12.08574982,-25.02013542,-11.29779657,-0.311846563,,20
4.0612,-24.00293878,-23.01594312,-26.68105186,-26.54576572,-30.01210918,-27.17239733,-47.16501557,-177.8434544,33.66755016,49.66019583,-69.43339426,92.97171062,-5.265478641,-4.542205122,-6.416172836,-4.963402125,12.82375875,-24.0312856,-9.895382333,1.126523385,,20
4.067,-24.39832126,-23.03187628,-26.85438764,-26.66949989,-30.12174271,-27.45078267,-48.33036419,-176.3388766,32.1232751,47.88505415,-70.6929288,91.00445373,-5.16942053,-4.70009714,-6.620525897,-5.015563967,13.54110393,-24.2813132,-9.899213537,0.845475963,,20
4.0728,-24.44471079,-23.0071003,-27.24367235,-26.86139174,-30.19654632,-27.90745649,-49.22128769,-175.713932,30.86390832,47.31504118,-71.82168181,90.77476333,-5.001022013,-4.778699675,-6.795898734,-5.046143681,13.24307162,-23.77593568,-9.649229154,2.329597069,,20
4.0786,-24.73560356,-22.89025437,-27.46518751,-26.78089204,-30.23220578,-28.33655429,-49.16556692,-174.4578244,29.7923091,46.72682932,-72.82592308,91.33376031,-4.996249247,-4.923531224,-6.965351795,-5.131383962,15.02205471,-23.723806,-10.07084247,2.813355083,,20
4.0844,-24.72358385,-22.87313509,-27.55280464,-26.67508999,-30.31952694,-28.70826371,-49.08284345,-173.3644315,28.80538485,45.02443388,-74.45785238,92.66441194,-5.05620722,-5.055509628,-7.110726025,-5.191089983,14.73824166,-25.28714912,-11.95095279,1.848064062,,20
4.0902,-24.90442291,-22.62721508,-27.80282347,-26.63441016,-30.39705974,-28.67508153,-48.99271355,-173.6544616,28.4359047,44.53707857,-75.65391666,94.86667872,-4.992439714,-5.154920854,-7.165824719,-5.24742224,16.05151192,-25.34123484,-12.77664672,2.426133748,,20
4.096,-24.85724205,-22.67505981,-27.88947396,-26.59642982,-30.63948472,-28.66289765,-48.26188475,-173.0791034,27.56805908,42.70765886,-77.71545667,94.00670956,-5.159238794,-5.318087677,-7.236496358,-5.350458528,16.31896995,-27.11356189,-14.83869165,1.010626842,,20
4.1018,-24.77440096,-22.38365107,-28.04299095,-26.57540629,-30.7992594,-28.58686963,-49.08994482,-171.599192,26.03483034,40.25635216,-77.68217538,93.06148917,-5.149306024,-5.353318357,-7.127715608,-5.435135605,19.36533654,-28.19928347,-16.50638139,0.563480119,,20
4.1076,-24.7684671,-22.09027037,-28.23832635,-26.61660854,-30.9760821,-28.52765527,-49.56240488,-171.8075586,24.79439657,38.29881913,-77.62039781,93.56926615,-5.28145706,-5.334945889,-6.911863809,-5.4957985,18.22684669,-29.08762683,-17.53323585,0.653836351,,20
4.1134,-24.63426375,-21.77850049,-28.49136985,-26.66928454,-31.02685501,-28.43393457,-49.70623282,-172.8029804,23.55708061,37.35064556,-78.31577692,93.30918866,-5.334567327,-5.286707328,-6.703268657,-5.539795711,18.45000531,-30.65743495,-19.28037924,-1.740327975,,20
4.1192,-24.67747918,-21.63011141,-28.66279104,-26.66460495,-30.98970836,-28.45356021,-50.87519025,-173.1592456,24.89309161,35.98090792,-78.00970408,91.5006328,-5.488905136,-5.194849435,-6.44841472,-5.493929747,17.46940666,-31.64538302,-18.70508885,-2.334377487,,20
4.125,-24.63928882,-21.29158171,-28.74560403,-26.69525416,-31.10687822,-28.19112027,-50.73607232,-172.9722308,23.0504233,34.13187654,-77.66608074,91.41808642,-5.480742871,-5.149760462,-6.227223942,-5.46488944,15.51917527,-32.4164346,-19.19904255,-3.971680076,,20
4.1308,-24.63993937,-20.8549561,-28.96325954,-26.75863316,-31.09232451,-28.04472881,-51.36411309,-174.583375,22.78425802,32.18650587,-77.63889207,90.73456658,-5.600375479,-4.973823988,-5.941505473,-5.358559065,14.67742976,-33.44219598,-17.71666242,-4.476667984,,20
4.1366,-24.63306543,-20.65862085,-29.08167422,-26.80316965,-31.20669816,-27.53896122,-52.15878384,-176.2218027,22.42904681,31.34382944,-77.89764549,90.90999761,-5.638373339,-4.92008239,-5.775575766,-5.296255633,14.33767364,-33.5508819,-16.14625425,-5.141978043,,20
4.1424,-24.52797562,-20.40502799,-29.15838207,-26.85365316,-31.11722728,-27.55615225,-51.98271879,-177.6216519,22.44504509,30.91168205,-76.82948284,89.75319118,-5.513180345,-4.80531246,-5.648135971,-5.142984509,12.73956315,-33.62849839,-14.4705146,-5.808420413,,20
4.1482,-24.40603005,-20.10528662,-29.22810093,-26.78916566,-30.85687983,-27.20255757,-51.81278821,-179.2029167,23.04466987,30.30993404,-77.06770143,89.53585936,-5.482575517,-4.722357208,-5.572389864,-5.028726915,11.16066475,-33.30318161,-12.18534504,-5.580717225,,20
4.154,-24.17390193,-19.74695684,-29.07090747,-26.63019539,-30.68429439,-27.01792485,-52.38555345,-179.8344412,21.85253206,28.08186913,-78.52299231,88.84446172,-5.41132907,-4.731679383,-5.607984117,-4.954056498,10.59930978,-32.93724548,-9.307799948,-5.203405259,,20
4.1598,-23.93184586,-19.36790009,-29.18935811,-26.71205559,-30.63839293,-26.88287386,-53.00385051,177.7843792,21.09873926,25.79599774,-79.93421978,87.36672424,-5.327305955,-4.714403964,-5.666559836,-4.883994801,9.336981183,-31.92830675,-6.015047151,-4.793248581,,20
4.1656,-23.70931784,-19.09375823,-29.3394378,-26.82995062,-30.71887554,-26.5585452,-55.43947947,176.1999242,20.21832203,23.89223263,-82.0859054,86.32476434,-5.186530983,-4.726662496,-5.805157199,-4.796557381,9.019588464,-31.14156074,-3.452835936,-4.469971745,,20
4.1714,-23.52525064,-18.74039869,-29.45001431,-26.85139105,-31.00316307,-26.38547847,-57.28600616,173.7298412,19.59325297,23.10944366,-82.11938591,84.27453823,-5.040079037,-4.730787599,-6.051691666,-4.770432166,8.958679316,-30.4782813,-1.055186724,-3.867960109,,20
4.1772,-23.41905293,-18.53394086,-29.55153799,-26.86594822,-31.0188047,-26.44798828,-59.4177422,170.396018,19.47889721,21.3418838,-83.05443419,81.105789,-4.944804309,-4.790963506,-6.387148912,-4.752793053,8.486235654,-29.87058194,1.380130375,-2.913032702,,20
4.183,-23.49437076,-18.42044026,-29.67160184,-27.02157622,-31.2783476,-26.66632647,-62.19089891,167.8715417,19.16809604,19.18290682,-83.76691659,79.40311152,-4.837939508,-4.942205039,-6.872130582,-4.773384711,8.869182477,-29.75951605,2.961185696,-2.789705439,,20
4.1888,-23.62458268,-18.31884009,-29.72837702,-27.18219799,-31.37139,-26.83346254,-64.59535252,165.9605759,19.53050849,18.09353103,-83.00901649,78.88828443,-4.778434858,-5.06200767,-7.403821159,-4.842045752,8.90916113,-28.95725662,4.421549629,-1.803274207,,20
4.1946,-23.74375622,-18.26984137,-29.79644931,-27.36915167,-31.51531616,-26.98860539,-66.45736042,163.4760797,18.83479123,17.09693224,-82.22184553,76.9241941,-4.718961755,-5.213088217,-7.978799489,-4.943137739,10.26572893,-29.24000153,3.716191619,-1.533441443,,20
4.2004,-23.93872914,-18.21747151,-29.96540601,-27.47587562,-31.40191634,-27.31941471,-68.13184409,162.4109153,18.92151447,15.87422859,-81.23182955,74.83951861,-4.722112823,-5.370388309,-8.638165036,-5.064658258,10.81999165,-29.84429966,1.777844783,-1.949550309,,20
4.2062,-24.07751054,-18.10597511,-29.86072853,-27.4805438,-31.26026668,-27.49752462,-68.66058697,160.109163,20.75509606,16.70777346,-80.52224485,72.13538383,-4.743128651,-5.445334549,-9.209594995,-5.145633366,10.92934199,-29.90249867,-1.02103557,-1.687592374,,20
4.212,-24.21334953,-18.06198313,-29.69063067,-27.41608442,-31.09648877,-27.73920822,-69.22596514,158.7840465,21.63456024,15.78147779,-81.09654113,71.09275996,-4.801532787,-5.58899997,-9.693389901,-5.253556635,12.03201665,-31.23716122,-5.032059138,-1.696988727,,20
4.2178,-24.30797473,-18.12022617,-29.51760503,-27.30800358,-30.81028364,-28.21442704,-70.24603592,157.241664,21.37742348,14.03290286,-81.29279015,69.92069761,-4.886665805,-5.602140606,-9.942323252,-5.257885009,11.88531629,-32.39566713,-11.54486275,-2.409188295,,20
4.2236,-24.39988015,-18.11389675,-29.38003092,-27.38139977,-30.67890157,-28.45588041,-70.19399663,156.2792881,20.34879976,12.56502269,-82.33626554,69.60270692,-5.022135565,-5.677805768,-9.954615734,-5.341985463,12.56641355,-33.92243922,-18.16609165,-3.794608742,,20
4.2294,-24.49587159,-18.07464994,-29.29032182,-27.40880559,-30.88938851,-28.54098482,-71.40818922,154.6392768,19.88143982,10.83610333,-83.43530048,66.82472627,-5.100014768,-5.686307393,-9.667930407,-5.361524872,11.38724084,-36.01226792,-24.01234333,-4.672985958,,20
4.2352,-24.57870568,-18.0459888,-29.12882076,-27.40448288,-30.68111272,-28.58256582,-71.64254943,151.7289491,19.86859976,10.47914426,-81.45609283,63.58508102,-5.217938748,-5.58105341,-9.069162533,-5.307099641,11.53383834,-36.56330187,-28.83177062,-6.303500832,,20
4.241,-24.6424816,-17.82703024,-28.92197075,-27.43950772,-30.51178321,-28.63608483,-72.01805813,151.7107325,19.11630503,9.091860625,-83.26654025,62.12673445,-5.257217517,-5.56093978,-8.557103654,-5.3011982,10.91552883,-38.25114271,-31.85884366,-6.647141912,,20
4.2468,-24.68598409,-17.70280058,-28.63755053,-27.4590353,-30.39239291,-28.66110624,-71.47763501,150.1896304,18.45369462,7.328357777,-83.97227425,60.72153987,-5.421922687,-5.41128983,-7.900411648,-5.18204846,10.37851571,-39.44150657,-33.12020204,-8.170768605,,20
4.2526,-24.67134485,-17.41396968,-28.3800889,-27.52134798,-30.31054168,-28.70987738,-70.98201151,148.5510747,17.84398699,6.643230001,-84.9865859,58.72251439,-5.427050762,-5.30748778,-7.349692818,-5.097664752,9.325454866,-39.96763447,-33.66968415,-8.766304633,,20
4.2584,-24.46547218,-17.19779247,-28.19067481,-27.52585391,-30.30813012,-28.53759276,-70.73447569,147.2040263,15.68432553,4.567796093,-84.60626034,57.83980784,-5.406672594,-5.157641058,-6.858069199,-5.011343745,8.196436163,-41.07321162,-33.98490126,-8.653037847,,20
4.2642,-24.16903016,-16.93526084,-27.97591769,-27.48425932,-30.02611679,-28.12766942,-70.22283441,144.5178817,15.51661236,4.691228655,-84.06332063,57.78589877,-5.353200128,-5.00481358,-6.483401287,-4.831493259,7.204470112,-40.58459175,-31.86564416,-8.968631892,,20
4.27,-23.87414291,-16.69360738,-27.81290113,-27.54071339,-29.72906402,-27.62699082,-73.01939967,141.7952231,12.87569616,2.717570212,-85.91864421,56.03878783,-5.277533931,-4.970706319,-6.158040967,-4.755888154,6.571015509,-41.17266135,-31.24291434,-8.818933791,,20
4.2758,-23.68930586,-16.47927272,-27.53035783,-27.51550933,-29.33409156,-27.43705749,-74.91699908,139.3870231,10.96519976,1.364493729,-87.03531691,53.56286173,-5.140185753,-4.821429625,-5.99508623,-4.667535418,5.466815896,-40.9303862,-28.70168152,-8.080074193,,20
4.2816,-23.6758546,-16.14041516,-27.36050355,-27.54661267,-29.16324509,-26.98434458,-77.75538509,136.6136186,9.451931362,0.750040448,-90.38543329,51.74225387,-5.072737462,-4.816965744,-5.90438896,-4.60126708,5.746053326,-40.17899435,-26.14588832,-7.128108743,,20
4.2874,-23.73820222,-15.83912887,-27.24214972,-27.5731189,-29.20541853,-26.77619593,-80.47787954,132.5417832,6.014159384,-1.573251363,-92.56275102,50.32941568,-4.926835338,-4.730041652,-5.848048376,-4.529767172,4.681643316,-40.34377102,-24.33301979,-7.266034581,,20
4.2932,-23.89680229,-15.61986138,-27.27782959,-27.73550359,-29.07337123,-26.63378651,-81.58682399,128.2951022,4.137150678,-2.054356784,-94.55288925,46.14572351,-4.812322545,-4.691274023,-5.871686877,-4.532575887,4.512150026,-39.6092444,-21.57055994,-6.04036708,,20
